shards in the file:	1
""
\	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	74.5454545455%	55.9090909091%	42.1770334928%	31.9963702359%	24.4040111969%	18.7097419176%	14.415702789%	11.1605440947%	8.68042318477%	6.7815806131%	5.32093248105%	4.19224983355%	3.31625733102%	2.63349846875%	2.09916544611%	1.67933235688%	1.34819639919%	1.08604709935%	0.877764093992%	0.711700616751%	0.578849834957%	0.472219602202%	0.386361492711%	0.317014558122%	0.260834763011%	0.215188679484%	0.177995574388%	0.147606086078%	0.122708673969%	0.102257228307%	0.0854148612918%	0.0715101164304%	0.0600027413726%	0.0504568506997%	0.0425198180054%	0.0359056240934%	0.0303816819252%	0.0257583825018%	0.0218807765338%	0.0186219374756%	0.0158776519529%	0.0135621610431%	0.0116047357379%	0.00994691634675%	0.00854028171186%
55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	75.0%	56.5789473684%	42.9219600726%	32.737088191%	25.0984342797%	19.3381378877%	14.9714615905%	11.6444701259%	9.09724228586%	7.13783625506%	5.62374977672%	4.44863788307%	3.53274184832%	2.81595364721%	2.25276291777%	1.80855614525%	1.45689245034%	1.17748841877%	0.954720339543%	0.776505876162%	0.633465320027%	0.518289807295%	0.425263431626%	0.349900291845%	0.288667740772%	0.238774551009%	0.198008164251%	0.164609196787%	0.137174330656%	0.114580911489%	0.0959282049676%	0.0804914823291%	0.0676860192313%	0.0570387802511%	0.0481660811009%	0.0407559147777%	0.0345539277463%	0.0293522612039%	0.0249806478331%	0.021299289205%	0.0181931428626%	0.0155673284289%	0.0133434243676%	0.0114564754671%
56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	75.4385964912%	57.2292800968%	43.6494509213%	33.4645790397%	25.7841838502%	19.9619487873%	15.5259601679%	12.1296563812%	9.51711500675%	7.49833303562%	5.93151717743%	4.71032246443%	3.75460486295%	3.00368389036%	2.41140819367%	1.94252326712%	1.56998455836%	1.27296045272%	1.03534116822%	0.844620426703%	0.691053076393%	0.567017908835%	0.466533722459%	0.384890321029%	0.318366068012%	0.264010885668%	0.219478929049%	0.182899107541%	0.152774548652%	0.12790427329%	0.107321976439%	0.0902480256417%	0.0760517070015%	0.0642214414679%	0.0543412197036%	0.0460719036618%	0.0391363482718%	0.0333075304441%	0.0283990522734%	0.0242575238169%	0.0207564379051%	0.0177912324901%	0.0152753006228%
57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	75.8620689655%	57.8609000584%	44.3600233781%	34.1790344061%	26.4611879273%	20.5809239435%	16.0788468308%	12.6157105903%	9.93965076815%	7.8627088166%	6.24391582494%	4.97703435322%	3.98162748257%	3.19651783812%	2.57497270293%	2.08114232155%	1.68741269315%	1.37242899043%	1.11961312377%	0.916047101265%	0.751628390782%	0.618428422795%	0.510203448806%	0.422020136667%	0.349967918211%	0.290937185019%	0.242447654183%	0.202515099376%	0.169547525059%	0.142264015279%	0.119631103758%	0.100812727886%	0.0851307479923%	0.0720337098397%	0.0610720583423%	0.051878415151%	0.0441518426817%	0.0376452553391%	0.0321553222689%	0.0275143479208%	0.0235837267892%	0.020248654314%
58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	76.2711864407%	58.4745762712%	45.0541817171%	34.8806568133%	27.1293997437%	21.1948435497%	16.6298003236%	13.1022669217%	10.3644798037%	8.2306163147%	6.56063619288%	5.2485089543%	4.21359169571%	3.39428219932%	2.74332396931%	2.22431673188%	1.80911094193%	1.47585366315%	1.20751663349%	0.990782878758%	0.815201102775%	0.67254090979%	0.556299271061%	0.461321346733%	0.383508107525%	0.319590089604%	0.266951721905%	0.22349446485%	0.187529838323%	0.157695545862%	0.13288950494%	0.112217804172%	0.0949535266068%	0.0805040769058%	0.0683851836082%	0.0582001562623%	0.0496232911289%	0.0423865611726%	0.0362689131683%	0.0310876398585%	0.0266914079593%
59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	76.6666666667%	59.0710382514%	45.7324167107%	35.5696574417%	27.7887948763%	21.8035159799%	17.1785277417%	13.5889846315%	10.7912525015%	8.60172300844%	6.88137840675%	5.52448688993%	4.45028110577%	3.59680253754%	2.91632638179%	2.37194545719%	1.93500813613%	1.58318847501%	1.29902644104%	1.06881922364%	0.881775859502%	0.72937015539%	0.604843543495%	0.502821740977%	0.419018117481%	0.35000336872%	0.293026076137%	0.24587245469%	0.206756382353%	0.174232906477%	0.147130009914%	0.124494623773%	0.105549789721%	0.089660574064%	0.0763068715439%	0.065061648369%	0.0555734913152%	0.0475525750429%	0.0407593500367%	0.0349954015467%
60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	77.0491803279%	59.6509783184%	46.3952053587%	36.2462541865%	28.4393686694%	22.4067753153%	17.7247625628%	14.0755467411%	11.2196387067%	8.97571096533%	7.20585246512%	5.80471448579%	4.69148157071%	3.80390397625%	3.09384190068%	2.52392365582%	2.06502844567%	1.6943823144%	1.39411203083%	1.15014242544%	0.951352376596%	0.78892636108%	0.655854444753%	0.546545370628%	0.456526133112%	0.382207925396%	0.320703201769%	0.269682237852%	0.227260312796%	0.191908708584%	0.162384291878%	0.137673638766%	0.116948574866%	0.0995307020137%	0.0848630196117%	0.072487162585%	0.062025097882%	0.0531643696131%	0.0456461759305%
61	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	77.4193548387%	60.2150537634%	47.0430107527%	36.9106699752%	29.0811339198%	23.0044790709%	18.2682627916%	14.5616587469%	11.6493269976%	9.35227660367%	7.53377837518%	6.08894416624%	4.93698175641%	4.01541182855%	3.27573070224%	2.68014330183%	2.19909193996%	1.80937944427%	1.49273804152%	1.23473393558%	1.02392570268%	0.85121534319%	0.709346119325%	0.592512640848%	0.496057094664%	0.416231815062%	0.350013117212%	0.294954874055%	0.249073004757%	0.210754080949%	0.178682807761%	0.151784320571%	0.129178145167%	0.110141365879%	0.094079083355%	0.0805006589532%	0.0690005648171%	0.0592429091864%
62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	77.7777777778%	60.7638888889%	47.6762820513%	37.5631313131%	29.7141187999%	23.5965061058%	18.8088092148%	15.0470473718%	12.0800239464%	9.73113040127%	7.86488621472%	6.3769347687%	5.18657361187%	4.23115215705%	3.46185176486%	2.84049375578%	2.33711511552%	1.9281199703%	1.59486466679%	1.32257069929%	1.09948648495%	0.916238737462%	0.765328827762%	0.64074041394%	0.537632761122%	0.452100276398%	0.380983378987%	0.321719297812%	0.272224021225%	0.230798626691%	0.196054747404%	0.166855104174%	0.142265930927%	0.121518816%	0.103980017815%	0.0891257295554%	0.0765220910324%
63	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	78.125%	61.2980769231%	48.2954545455%	38.2038670285%	30.3383649932%	24.1827547047%	19.3462037638%	15.5314593597%	12.5114533731%	10.1119965618%	8.19891613118%	6.66845178669%	5.44005277336%	4.45095226911%	3.65206340029%	3.00486229138%	2.47901139039%	2.05054028588%	1.70044804195%	1.41362548066%	1.17802123388%	0.983994207123%	0.823809103638%	0.691242121443%	0.581271783941%	0.489835772984%	0.413639097186%	0.350002313004%	0.29674109146%	0.25207038952%	0.21452799108%	0.182913339763%	0.156238477715%	0.133688594333%	0.114590223714%	0.0983855456131%
64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	78.4615384615%	61.8181818182%	48.9009497965%	38.8331071913%	30.9539260221%	24.7631408177%	19.8802679804%	16.0146603175%	12.9433555991%	10.4946126479%	8.53561828697%	6.96326754989%	5.69721890446%	4.67464115238%	3.84622373297%	3.1731345797%	2.62469156592%	2.17657349369%	1.80944061524%	1.50786717937%	1.25951258512%	1.05447565266%	0.884789915447%	0.744027883444%	0.626989789419%	0.529458044398%	0.448002960645%	0.379828597068%	0.322650098585%	0.274595828583%	0.234129074897%	0.199985251475%	0.171121400746%	0.146675486354%	0.125933498385%
65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	78.7878787879%	62.3247399367%	49.4931758321%	39.451082185%	31.560865748%	25.3375964456%	20.4108415812%	16.4964336067%	13.3754867081%	10.8787291893%	8.87475275967%	7.26116134882%	5.95787597852%	4.90204985574%	4.04419113099%	3.34519513304%	2.77406425667%	2.30614980374%	1.92179150311%	1.60526113789%	1.34393955731%	1.12767342165%	0.948270831841%	0.799104633574%	0.674799468351%	0.570984165528%	0.484095270774%	0.411220713883%	0.349975075645%	0.298399801339%	0.254883163644%	0.218095902912%	0.186939345353%	0.160503478333%
66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	79.1044776119%	62.818261633%	50.0725273886%	40.0580219109%	32.1592570271%	25.9060681607%	20.9377811162%	16.9765792834%	13.8076178172%	11.2641092719%	9.21608940427%	7.5619195112%	6.22183250921%	5.1330118201%	4.24582459194%	3.52092771039%	2.92703628936%	2.4391969078%	2.03744682887%	1.70576943812%	1.4312778044%	1.20357451734%	1.01424818877%	0.856476248292%	0.724710671631%	0.614428612905%	0.521933983005%	0.444199134473%	0.378738209392%	0.323505553856%	0.276814030619%	0.237269169102%	0.203715953269%
67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	79.4117647059%	63.2992327366%	50.6393861893%	40.6541551097%	32.749180505%	26.4685157506%	21.4609587167%	17.4549130896%	14.2395343626%	11.6505281148%	9.55940768397%	7.86533543618%	6.48890173484%	5.36736316339%	4.45098408671%	3.70021568655%	3.08351307212%	2.57564033083%	2.15635004442%	1.80935118669%	1.52149986154%	1.28216280467%	1.08271525727%	0.916143679232%	0.776730510653%	0.659803337007%	0.561534754899%	0.478782264704%	0.408959851101%	0.349934717952%	0.299944043959%	0.25752771451%
68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	79.7101449275%	63.768115942%	51.1941212492%	41.2397087841%	33.3307235378%	27.0249109766%	21.9802609277%	17.9312654936%	14.6710354039%	12.0377726391%	9.90449647518%	8.17120959203%	6.75890176131%	5.60494292401%	4.65953086454%	3.88294238712%	3.24339893512%	2.71540375964%	2.2784422351%	1.9159627886%	1.61457538365%	1.36341921286%	1.15366241088%	0.978105087489%	0.830863461416%	0.707117839503%	0.602910999997%	0.514986479164%	0.440658533718%	0.377707314615%	0.324294159013%
69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	80.0%	64.2253521127%	51.7370892019%	41.8149077111%	33.9039792252%	27.5752364365%	22.4955876193%	18.4054807794%	15.1019329472%	12.4256410325%	10.2511538518%	8.47934948237%	7.0316556683%	5.84559326642%	4.87132772202%	4.06899139133%	3.40659744391%	2.85840934948%	2.40366240752%	2.02555820859%	1.71047137614%	1.44732193366%	1.22707729158%	1.04235597887%	0.887111471376%	0.756379254542%	0.646073946588%	0.552826160482%	0.473850994699%	0.406841763126%
70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	80.2816901408%	64.6713615023%	52.2686346389%	42.3799740315%	34.4690455456%	28.1194845241%	23.0068509742%	18.877416184%	15.5320512906%	12.8139423148%	10.599186853%	8.78956958538%	7.30699158303%	6.08915965252%	5.08623923917%	4.25824680488%	3.57301168686%	3.0045780094%	2.53194776073%	2.13808922017%	1.80915241707%	1.53384661447%	1.30294497358%	1.10888933922%	0.945474068177%	0.807592433235%	0.691032700603%	0.592313743374%	0.508552203907%
71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	80.5555555556%	65.1065449011%	52.7890904603%	42.9351269077%	35.0260245826%	28.6576564767%	23.513974545%	19.3469410813%	15.9612263921%	13.2024959046%	10.9484112379%	9.10169127008%	7.58474272507%	6.33549098212%	5.30413198503%	4.45059350468%	3.74254453803%	3.15382966688%	2.66323394092%	2.25350564231%	1.91058087066%	1.62296654604%	1.38124812429%	1.17769576913%	1.00594846947%	0.860760030576%	0.737794311922%	0.633459762761%
72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	80.8219178082%	65.5312847094%	53.2987782303%	43.4805822405%	35.5750218331%	29.1897615041%	24.0168923768%	19.8139362109%	16.3893052608%	13.5911311919%	11.2986512318%	9.41554269319%	7.86474742608%	6.58443970555%	5.52487469546%	4.64591735755%	3.91509889681%	3.30608351286%	2.79745528011%	2.37175556358%	2.01471709164%	1.71465284395%	1.46196716168%	1.24876361727%	1.06852969313%	0.91588259411%	0.786363843428%
73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	81.0810810811%	65.9459459459%	53.7980085349%	44.0165524376%	36.1161455898%	29.7158159916%	24.5155481931%	20.2782929498%	16.816145373%	13.9796871173%	11.6497392645%	9.73095867972%	8.14684912721%	6.83586191134%	5.74833842544%	4.8441054147%	4.09057790575%	3.46125822794%	2.93454501934%	2.49278555406%	2.12151962048%	1.80887462378%	1.54508040781%	1.32207911184%	1.13321066729%	0.972958653733%
74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	81.3333333333%	66.350877193%	54.2870813397%	44.5432462275%	36.6495063897%	30.2358427715%	25.0098946381%	20.7399126268%	17.2416141114%	14.3680117595%	12.001515705%	10.0477805902%	8.43089635732%	7.08961739138%	5.97439667813%	5.04504608375%	4.26888514779%	3.61927219052%	3.07443551668%	2.61654086526%	2.23094536932%	1.90559916963%	1.63056423793%	1.39762648966%	1.1999823396%
75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	81.5789473684%	66.7464114833%	54.7662863452%	45.0608685119%	37.1752165223%	30.7498704567%	25.4998925739%	21.1987058747%	17.6655882289%	14.7559619324%	12.3538285945%	10.365856177%	8.71674269432%	7.34556968622%	6.20292551281%	5.24862928007%	4.44992482441%	3.78004366805%	3.21705844089%	2.74296561802%	2.34294979873%	2.00479209582%	1.71839322499%	1.47538812246%
76	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	81.8181818182%	67.1328671329%	55.2359033372%	45.5696202532%	37.6933895921%	31.2579328325%	25.985510427%	21.6545920225%	18.0879533364%	15.1434027933%	12.7065333783%	10.6850394317%	9.00424671214%	7.60358611248%	6.43380363364%	5.45474655895%	4.63360191567%	3.94349099206%	3.36234495112%	2.87200297908%	2.4574870852%	2.1064175016%	1.80854027915%
77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	82.0512820513%	67.5105485232%	55.6962025316%	46.0696983904%	38.2041401286%	31.7600682997%	26.4667235831%	22.1074985223%	18.508603414%	15.5302074624%	13.0594926388%	11.005190426%	9.29327191525%	7.86353777444%	6.66691246094%	5.66329123026%	4.81982232363%	4.10953271804%	3.51022586333%	3.00359532635%	2.57451027973%	2.21043811896%
78	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	82.2784810127%	67.8797468354%	56.1474449133%	46.5612957817%	38.7075832402%	32.2563193669%	26.9435138241%	22.5573604109%	18.9274403447%	15.9162566535%	13.4125758316%	11.3261751467%	9.5836866626%	8.12529956177%	6.90213618688%	5.87415845692%	5.00849300011%	4.27808777093%	3.66063180399%	3.13768440342%	2.69397145748%
79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	82.5%	68.2407407407%	56.5898825655%	47.0446011689%	39.2038343074%	32.7467321862%	27.415868807%	23.0041198036%	19.3443734712%	16.3014383184%	13.7656590245%	11.6478653284%	9.87536408277%	8.38875013482%	7.13936181687%	6.0872453386%	5.19952206005%	4.44907557716%	3.81349335185%	3.27421146371%
80	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	82.7160493827%	68.5937970491%	57.0237589926%	47.5197991605%	39.6930087105%	33.2313561298%	27.8837815801%	23.4477254197%	19.7593191739%	16.6856473024%	14.1186246405%	11.9701382821%	10.1681819816%	8.65377189924%	7.3784791983%	6.30245098188%	5.3928188814%	4.62241618406%	3.96874116813%
81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	82.9268292683%	68.9391713194%	57.4493094329%	47.9870702321%	40.1752215897%	33.7102434029%	28.3472501342%	23.8881321356%	20.17220047%	17.0687850131%	14.4713612068%	12.292876724%	10.4620227439%	8.92025097108%	7.6193810378%	6.51967655811%	5.58829419267%	4.79803036744%
82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	83.1325301205%	69.2771084337%	57.8667611623%	48.4465907405%	40.6505876329%	34.1834486913%	28.806276987%	24.3253005668%	20.5829466335%	17.4507591023%	14.8237631084%	12.6159686029%	10.7567732298%	9.18807713381%	7.86196290831%	6.73882534998%	5.78586014898%
83	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	83.3333333333%	69.6078431373%	58.2763337893%	48.8985329497%	41.1192208895%	34.6510288395%	29.2608687978%	24.759196675%	20.9914928332%	17.8314831594%	15.1757303484%	12.9393069286%	11.0523246682%	9.45714378826%	8.10612324708%	6.9598027879%
84	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	83.5294117647%	69.9316005472%	58.6782395396%	49.3430650674%	41.5812346074%	35.1130425573%	29.71103601%	25.1897913998%	21.3977797912%	18.2108764181%	15.5271683144%	13.2627896019%	11.3485725459%	9.7273478965%	8.35176334548%
85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	83.7209302326%	70.2485966319%	59.0726835314%	49.7803512905%	42.0367410897%	35.5695501529%	30.1567925209%	25.6170603135%	21.8017534583%	18.5888634749%	15.8779875515%	13.5863192451%	11.6454164958%	9.99858992064%
86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	83.908045977%	70.5590386625%	59.4598640414%	50.2105518572%	42.4858515715%	36.0206132889%	30.5981553744%	26.0409832974%	22.2033647062%	18.9653740199%	16.2281035428%	13.9098030367%	11.942760183%
87	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	84.0909090909%	70.8631256384%	59.8399727613%	50.6338231057%	42.9286761114%	36.4662947613%	31.0351444777%	26.4615442389%	22.6025690374%	19.3403425784%	16.5774364957%	14.2331525468%
88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	84.2696629213%	71.1610486891%	60.2131950447%	51.0503175379%	43.3653234999%	36.9066582978%	31.4677823381%	26.8787307471%	22.9993263094%	19.7137082652%	16.9259111368%
89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	84.4444444444%	71.452991453%	60.5797101449%	51.4601838866%	43.79590118%	37.3417683746%	31.8960938199%	27.2925338872%	23.3936004747%	20.085414549%
90	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100.0%	84.6153846154%	71.7391304348%	60.9396914446%	51.8635671869%	44.2205151804%	37.7716900499%	32.320105919%	27.7029479306%	23.7853593343%
